backend,n_frames,warmup,mean_ms,median_ms,p95_ms,fps,peak_vram_mb,notes
pytorch_cuda,60,15,18.57741166666737,17.08820000001765,24.878055000036166,53.828811997220036,78.44873046875,
pytorch_cpu,60,15,99.29234000000045,96.52475000001459,115.67059000000484,10.0712703517713,,
